game_num,Site,Date,White,Black,Result,ECO,ECOUrl,UTCDate,UTCTime,WhiteElo,BlackElo,My ELO,Opponent Elo,TimeControl,Termination,StartTime,EndDate,EndTime,Full Opening Name,Main Opening Name,Variation Opening Name,Win-Loss-Draw,Total Moves,White Accuracy,Black Accuracay,Black Total Blunders,Black Total Mistakes,White Total Blundres,White Total Mistakes,Black First Blunder,Black First Mistake,White First Blunder,White First Mistake
215,Chess.com,2025.05.21,mattsleafs17,FreakWhenSee,0-1,B07,https://www.chess.com/openings/Pirc-Defense-Modern-Defense-Geller-System-2...Nf6-3.Nc3-g6,2025.05.21,2:09:12,1647,1652,1652,1647,600,FreakWhenSee won by resignation,2:09:12,2025.05.21,2:16:22,"Pirc Defense: Modern Defense, Geller System",Pirc Defense,"Modern Defense, Geller System",Win,28,66.84,64.06,0,0,1,0,0,0,28,0
216,Chess.com,2025.05.22,FreakWhenSee,Gabino8,1-0,B23,https://www.chess.com/openings/Closed-Sicilian-Defense-Grand-Prix-Attack-3...g6-4.Nf3-Bg7-5.Bb5,2025.05.22,1:50:13,1659,1607,1659,1607,600,FreakWhenSee won by resignation,1:50:13,2025.05.22,2:02:03,Closed Sicilian Defense: Grand Prix Attack,Closed Sicilian Defense,Grand Prix Attack,Win,30,89.99,82.88,1,5,1,2,18,6,18,11
217,Chess.com,2025.05.22,FreakWhenSee,DattaguruHegde,1-0,B23,https://www.chess.com/openings/Closed-Sicilian-Defense-Grand-Prix-Attack-3...d6-4.Nf3-Nf6-5.Bb5,2025.05.22,3:06:04,1667,1665,1667,1665,600,FreakWhenSee won by resignation,3:06:04,2025.05.22,3:13:00,Closed Sicilian Defense: Grand Prix Attack,Closed Sicilian Defense,Grand Prix Attack,Win,21,80.5,71.82,1,2,0,1,13,17,0,14
218,Chess.com,2025.05.22,ljhturtle,FreakWhenSee,0-1,B07,https://www.chess.com/openings/Pirc-Defense-Modern-Defense-Geller-System-2...Nf6,2025.05.22,3:18:55,1637,1674,1674,1637,600,FreakWhenSee won by resignation,3:18:55,2025.05.22,3:21:04,"Pirc Defense: Modern Defense, Geller System",Pirc Defense,"Modern Defense, Geller System",Win,14,69.41,73.87,0,0,0,2,0,0,0,3
219,Chess.com,2025.05.23,ChessMeDK,FreakWhenSee,1-0,B07,https://www.chess.com/openings/Pirc-Defense...4.Nf3-Bg7-5.O-O-O-O-6.c3,2025.05.23,0:32:59,1661,1666,1666,1661,600,ChessMeDK won by resignation,0:32:59,2025.05.23,0:34:13,Pirc Defense,Pirc Defense,Main Line,Loss,10,73.53,73.82,0,0,0,0,0,0,0,0
220,Chess.com,2025.05.23,FreakWhenSee,9elmd3,1-0,C28,https://www.chess.com/openings/Bishops-Opening-Berlin-Vienna-Hybrid-Variation-4...Bc5-5.f4-d6-6.Nf3,2025.05.23,0:35:07,1674,1679,1674,1679,600,FreakWhenSee won by resignation,0:35:07,2025.05.23,0:39:46,"Bishop's Opening: Berlin, Vienna Hybrid Variation",Bishop's Opening,"Berlin, Vienna Hybrid Variation",Win,22,72.86,81.81,0,2,0,0,0,15,0,0
221,Chess.com,2025.05.23,kmj856,FreakWhenSee,1-0,A41,https://www.chess.com/openings/Queens-Pawn-Opening-1...d6,2025.05.23,0:41:27,1689,1666,1666,1689,600,kmj856 won by resignation,0:41:27,2025.05.23,0:51:58,Queen's Pawn Opening,Queen's Pawn Opening,Main Line,Loss,33,83.62,80.16,2,2,3,2,16,12,16,20
222,Chess.com,2025.05.23,FreakWhenSee,ED-777,0-1,C25,https://www.chess.com/openings/Vienna-Game-2...d6-3.Bc4-Nf6-4.d3,2025.05.23,0:53:01,1658,1690,1658,1690,600,ED-777 won by resignation,0:53:01,2025.05.23,1:06:27,Vienna Game,Vienna Game,Main Line,Loss,44,68.13,70.14,4,1,4,4,9,22,8,9
223,Chess.com,2025.05.23,FreakWhenSee,CourtCourt17,1-0,C20,https://www.chess.com/openings/Bishops-Opening-Boi-Variation-3.Nc3,2025.05.23,1:07:40,1665,1589,1665,1589,600,FreakWhenSee won by resignation,1:07:40,2025.05.23,1:16:13,Bishop's Opening: Boi Variation,Bishop's Opening,Boi Variation,Win,23,89.03,76.98,0,3,0,1,0,5,0,22
224,Chess.com,2025.05.24,zcee,FreakWhenSee,0-1,B06,https://www.chess.com/openings/Modern-Defense-Standard-Two-Knights-Suttles-Variation-5.h3-Nf6,2025.05.24,0:40:50,1667,1673,1673,1667,600,FreakWhenSee won by resignation,0:40:50,2025.05.24,0:46:57,"Modern Defense: Standard, Two Knights, Suttles Variation",Modern Defense,"Standard, Two Knights, Suttles Variation",Win,32,88.44,75.96,0,4,0,8,0,8,0,8
225,Chess.com,2025.05.24,kurosio1,FreakWhenSee,1-0,B07,https://www.chess.com/openings/Pirc-Defense-2.d4-Nf6-3.Bd3-g6,2025.05.24,0:48:37,1698,1665,1665,1698,600,kurosio1 won by resignation,0:48:37,2025.05.24,0:52:36,Pirc Defense,Pirc Defense,Main Line,Loss,18,72.37,99.36,1,3,0,0,17,9,0,0
226,Chess.com,2025.05.24,FreakWhenSee,otss786,1-0,B01,https://www.chess.com/openings/Scandinavian-Defense-Mieses-Kotrc-Variation-3.Nc3-Qd8-4.Bc4,2025.05.24,0:53:01,1674,1680,1674,1680,600,FreakWhenSee won by resignation,0:53:01,2025.05.24,1:07:24,Scandinavian Defense: Mieses-Kotrč Variation,Scandinavian Defense,Mieses-Kotrč Variation,Win,32,90.67,71.81,2,1,0,3,20,30,0,15
227,Chess.com,2025.05.24,FreakWhenSee,esconala,0-1,B23,https://www.chess.com/openings/Closed-Sicilian-Defense-Grand-Prix-Attack-3...g6-4.Nf3-Bg7-5.Bb5,2025.05.24,1:22:03,1665,1641,1665,1641,600,esconala won by resignation,1:22:03,2025.05.24,1:23:44,Closed Sicilian Defense: Grand Prix Attack,Closed Sicilian Defense,Grand Prix Attack,Loss,9,66.24,89.23,0,0,0,2,0,0,0,8
228,Chess.com,2025.05.24,Budiiing,FreakWhenSee,1/2-1/2,B08,https://www.chess.com/openings/Pirc-Defense-Classical-Variation...5.Bc4-O-O-6.O-O-Nxe4,2025.05.24,1:24:19,1597,1663,1663,1597,600,Game drawn by repetition,1:24:19,2025.05.24,1:33:28,Pirc Defense: Classical Variation,Pirc Defense,Classical Variation,Draw,33,69.06,64.57,2,1,3,0,15,16,16,0
229,Chess.com,2025.05.24,FreakWhenSee,kadmiriwydad,1-0,B23,https://www.chess.com/openings/Closed-Sicilian-Defense-Grand-Prix-Attack,2025.05.24,1:36:36,1671,1648,1671,1648,600,FreakWhenSee won by resignation,1:36:36,2025.05.24,1:45:11,Closed Sicilian Defense: Grand Prix Attack,Closed Sicilian Defense,Grand Prix Attack,Win,25,81.91,67.65,1,5,1,4,22,3,12,6
230,Chess.com,2025.05.24,edwinboomer,FreakWhenSee,1-0,E73,https://www.chess.com/openings/Kings-Indian-Defense-Standard-Development-5...O-O-6.h4-c5-7.d5,2025.05.24,15:26:24,1677,1663,1663,1677,600,edwinboomer won by resignation,15:26:24,2025.05.24,15:33:46,King's Indian Defense: Standard Development,King's Indian Defense,Standard Development,Loss,35,80.79,77.11,3,6,1,4,25,17,25,14
231,Chess.com,2025.05.24,bonehead99,FreakWhenSee,1-0,A00,https://www.chess.com/openings/Polish-Opening-Czech-Defense-3.e3,2025.05.24,15:34:27,1689,1655,1655,1689,600,bonehead99 won by resignation,15:34:27,2025.05.24,15:41:49,Polish Opening: Czech Defense,Polish Opening,Czech Defense,Loss,24,84.09,75.03,1,2,0,2,20,16,0,9
232,Chess.com,2025.05.24,FreakWhenSee,BeliVisko,0-1,B23,https://www.chess.com/openings/Closed-Sicilian-Defense-Grand-Prix-Attack,2025.05.24,15:43:15,1648,1695,1648,1695,600,BeliVisko won by resignation,15:43:15,2025.05.24,15:47:11,Closed Sicilian Defense: Grand Prix Attack,Closed Sicilian Defense,Grand Prix Attack,Loss,16,81.14,75.56,0,2,1,3,0,7,16,8
233,Chess.com,2025.05.24,FreakWhenSee,BAADSHAHHH2007,1-0,B01,https://www.chess.com/openings/Scandinavian-Defense-Mieses-Kotrc-Variation-3.Nc3-Qd8-4.Nf3,2025.05.24,15:47:49,1656,1641,1656,1641,600,FreakWhenSee won by checkmate,15:47:49,2025.05.24,15:50:35,Scandinavian Defense: Mieses-Kotrč Variation,Scandinavian Defense,Mieses-Kotrč Variation,Win,18,74.45,66.48,1,3,0,1,17,6,0,11
234,Chess.com,2025.05.24,aleksandarilisic,FreakWhenSee,0-1,B07,https://www.chess.com/openings/Pirc-Defense-Main-Line-Byrne-Variation-4...Bg7-5.Qd2-c6,2025.05.24,18:33:17,1654,1664,1664,1654,600,FreakWhenSee won by resignation,18:33:17,2025.05.24,18:47:14,"Pirc Defense: Main Line, Byrne Variation",Pirc Defense,"Main Line, Byrne Variation",Win,38,69.31,71.22,0,3,2,3,0,11,12,15
235,Chess.com,2025.05.24,FreakWhenSee,Anubhav_Rajan,1-0,B10,https://www.chess.com/openings/Caro-Kann-Defense-Two-Knights-Attack...5.Ng3-Bg6-6.h4-h6-7.Ne5,2025.05.24,18:48:12,1672,1644,1672,1644,600,FreakWhenSee won by checkmate,18:48:12,2025.05.24,18:49:07,Caro-Kann Defense: Two Knights Attack,Caro-Kann Defense,Two Knights Attack,Win,10,84.2,68.63,1,0,0,0,9,0,0,0
236,Chess.com,2025.05.24,Rimas73,FreakWhenSee,1-0,B07,https://www.chess.com/openings/Pirc-Defense...3.Bd3-g6-4.c3-Bg7,2025.05.24,20:19:42,1696,1664,1664,1696,600,Rimas73 won by resignation,20:19:42,2025.05.24,20:33:50,Pirc Defense,Pirc Defense,Main Line,Loss,69,76.67,96.05,5,8,6,5,31,11,23,12
237,Chess.com,2025.05.24,Ra1z3l,FreakWhenSee,0-1,A40,https://www.chess.com/openings/Modern-Defense-with-1-d4...3.Bf4-d6-4.e3-Nf6,2025.05.24,20:34:24,1623,1672,1672,1623,600,FreakWhenSee won by checkmate,20:34:24,2025.05.24,20:40:37,Modern Defense with 1.d4,Modern Defense with 1.d4,Main Line,Win,29,67.55,58.43,2,5,3,7,15,10,16,11
238,Chess.com,2025.05.24,FreakWhenSee,NikaruHakamura73,0-1,B10,https://www.chess.com/openings/Caro-Kann-Defense-Two-Knights-Attack,2025.05.24,20:41:59,1665,1702,1665,1702,600,NikaruHakamura73 won by resignation,20:41:59,2025.05.24,20:53:58,Caro-Kann Defense: Two Knights Attack,Caro-Kann Defense,Two Knights Attack,Loss,31,78.22,85.7,0,6,1,4,0,10,31,6
239,Chess.com,2025.05.25,FreakWhenSee,akumave,0-1,A45,https://www.chess.com/openings/Indian-Game-2.Nc3-e6-3.e4,2025.05.25,1:56:11,1657,1668,1657,1668,600,akumave won by resignation,1:56:11,2025.05.25,2:03:40,Indian Game,Indian Game,Main Line,Loss,28,80.83,96.81,1,1,2,2,17,12,20,25
240,Chess.com,2025.05.25,Imtiaz-007,FreakWhenSee,0-1,A42,https://www.chess.com/openings/Modern-Defense-Averbakh-Variation-4...c6-5.Be3-Nf6-6.f3,2025.05.25,2:05:54,1667,1665,1665,1667,600,FreakWhenSee won - game abandoned,2:05:54,2025.05.25,2:16:36,Modern Defense: Averbakh Variation,Modern Defense,Averbakh Variation,Win,27,67.79,64.67,0,5,0,6,0,15,0,14
241,Chess.com,2025.05.25,FreakWhenSee,wahyuhdytt,1-0,C25,https://www.chess.com/openings/Vienna-Game-2...d6-3.Bc4,2025.05.25,2:17:05,1673,1660,1673,1660,600,FreakWhenSee won on time,2:17:05,2025.05.25,2:37:21,Vienna Game,Vienna Game,Main Line,Win,42,83.15,75.08,2,3,2,8,28,22,27,11
