Event,Site,Date,Round,White,Black,Result,CurrentPosition,TimeZone,ECO,ECOUrl,UTCDate,UTCTime,WhiteElo,BlackElo,TimeControl,Termination,StartTime,EndDate,EndTime,Link,Full Opening Name,Main Opening Name,Variation Opening Name,Win-Loss-Draw,Total Moves,White Accuracy,Black Accuracay,Black Total Blunders,Black Total Mistakes,White Total Blundres,White Total Mistakes,Black First Blunder,Black First Mistake,White First Blunder,White First Mistake
Live Chess,Chess.com,2025.04.02,-,Musz_DeeN,FreakWhenSee,1-0,2Q2bk1/p6p/1p1p2pB/1P1Pp3/8/1q3PK1/6PP/8 b - -,UTC,B08,https://www.chess.com/openings/Pirc-Defense-Classical-Variation-4...Bg7,2025.04.02,01:04:33,1595,1558,600,Musz_DeeN won by resignation,01:04:33,2025.04.02,01:17:53,https://www.chess.com/game/live/136929777906,Pirc Defense: Classical Variation,Pirc Defense,Classical Variation,Loss,39,89.31,75.67,2,2,1,3,25,14,26,13
Live Chess,Chess.com,2025.04.02,-,FreakWhenSee,wali5dd,1-0,r2qk2r/2p1ppbp/p1npb1p1/1p1P4/8/P1N1BP2/BPPQ2PP/R3K1NR b KQkq -,UTC,B06,https://www.chess.com/openings/Modern-Defense-Standard-Line-3...d6-4.Be3-Nc6-5.Qd2,2025.04.02,01:01:32,1565,1582,600,FreakWhenSee won by resignation,01:01:32,2025.04.02,01:02:49,https://www.chess.com/game/live/136929725674,Modern Defense: Standard Line,Modern Defense,Standard Line,Win,11,86.45,80.22,1,1,0,0,9,10,,
Live Chess,Chess.com,2025.04.02,-,morrisbart,FreakWhenSee,0-1,5rk1/1p4bp/p2pp1p1/2n5/2P1P3/2qPQ1PB/P6P/R5K1 w - -,UTC,A24,https://www.chess.com/openings/English-Opening-Carls-Bremen-Fianchetto-Line...6.d3-O-O-7.O-O-c6,2025.04.02,00:53:37,1549,1556,600,FreakWhenSee won by resignation,00:53:37,2025.04.02,00:59:03,https://www.chess.com/game/live/136929587108,"English Opening: Carls-Bremen, Fianchetto Line",English Opening,"Carls-Bremen, Fianchetto Line",Win,23,73.23,73.68,1,0,2,1,12,,12,22
Live Chess,Chess.com,2025.05.25,-,FreakWhenSee,wahyuhdytt,1-0,5r1k/8/5p1p/5q1P/R7/1KP1b3/1P4P1/8 b - - 4 42,UTC,C25,https://www.chess.com/openings/Vienna-Game-2...d6-3.Bc4,2025.05.25,02:17:05,1673,1660,600,FreakWhenSee won on time,02:17:05,2025.05.25,02:37:21,https://www.chess.com/game/live/138831029834,Vienna Game,Vienna Game,,Win,42,83.15,75.08,2,3,2,8,28,22,27,11
Live Chess,Chess.com,2025.05.25,-,Imtiaz-007,FreakWhenSee,0-1,r1q2rk1/pp1b1p1p/3p2p1/2pP1P2/2Pb4/1P3RPP/P2Q2K1/1B3RN1 w - - 5 28,UTC,A42,https://www.chess.com/openings/Modern-Defense-Averbakh-Variation-4...c6-5.Be3-Nf6-6.f3,2025.05.25,02:05:54,1667,1665,600,FreakWhenSee won - game abandoned,02:05:54,2025.05.25,02:16:36,https://www.chess.com/game/live/138830847856,Modern Defense: Averbakh Variation,Modern Defense,Averbakh Variation,Win,27,67.79,64.67,0,5,0,6,,15,,14
Live Chess,Chess.com,2025.05.25,-,FreakWhenSee,akumave,0-1,3r4/pp3R2/2p1pP1k/4P2p/7P/2K5/1PP2P2/3q4 w - - 0 29,UTC,A45,https://www.chess.com/openings/Indian-Game-2.Nc3-e6-3.e4,2025.05.25,01:56:11,1657,1668,600,akumave won by resignation,01:56:11,2025.05.25,02:03:40,https://www.chess.com/game/live/138830689796,Indian Game,Indian Game,,Loss,28,80.83,96.81,1,1,2,2,17,12,20,25
Live Chess,Chess.com,2025.05.24,-,FreakWhenSee,NikaruHakamura73,0-1,1kr5/1p5p/p4P2/8/4P3/qP1Q1P2/P2R1P1P/1Kr4R w - - 4 32,UTC,B10,https://www.chess.com/openings/Caro-Kann-Defense-Two-Knights-Attack,2025.05.24,20:41:59,1665,1702,600,NikaruHakamura73 won by resignation,20:41:59,2025.05.24,20:53:58,https://www.chess.com/game/live/138824550540,Caro-Kann Defense: Two Knights Attack,Caro-Kann Defense,Two Knights Attack,Loss,31,78.22,85.7,0,6,1,4,,10,31,6
Live Chess,Chess.com,2025.05.24,-,Ra1z3l,FreakWhenSee,0-1,4r1k1/p4p1p/1p4p1/7q/4PP2/1Q4RK/2Pr4/1R6 w - - 8 30,UTC,A40,https://www.chess.com/openings/Modern-Defense-with-1-d4...3.Bf4-d6-4.e3-Nf6,2025.05.24,20:34:24,1623,1672,600,FreakWhenSee won by checkmate,20:34:24,2025.05.24,20:40:37,https://www.chess.com/game/live/138824350254,Modern Defense with 1.d4,Modern Defense with 1.d4,,Win,29,67.55,58.43,2,5,3,7,15,10,16,11
Live Chess,Chess.com,2025.05.24,-,Rimas73,FreakWhenSee,1-0,8/7k/8/4K1Q1/8/8/8/8 b - - 18 69,UTC,B07,https://www.chess.com/openings/Pirc-Defense...3.Bd3-g6-4.c3-Bg7,2025.05.24,20:19:42,1696,1664,600,Rimas73 won by resignation,20:19:42,2025.05.24,20:33:50,https://www.chess.com/game/live/138823956790,Pirc Defense,Pirc Defense,,Loss,69,76.67,96.05,5,8,6,5,31,11,23,12
Live Chess,Chess.com,2025.05.24,-,FreakWhenSee,Anubhav_Rajan,1-0,rn1qkbnr/pp2pB1b/2p4p/4N2p/7P/6N1/PPPP1PP1/R1B1K2R b KQkq - 0 10,UTC,B10,https://www.chess.com/openings/Caro-Kann-Defense-Two-Knights-Attack...5.Ng3-Bg6-6.h4-h6-7.Ne5,2025.05.24,18:48:12,1672,1644,600,FreakWhenSee won by checkmate,18:48:12,2025.05.24,18:49:07,https://www.chess.com/game/live/138821355056,Caro-Kann Defense: Two Knights Attack,Caro-Kann Defense,Two Knights Attack,Win,10,84.2,68.63,1,0,0,0,9,,,
Live Chess,Chess.com,2025.05.24,-,aleksandarilisic,FreakWhenSee,0-1,3rk3/4pp1p/2q3p1/8/8/6PP/5P1K/8 w - - 0 39,UTC,B07,https://www.chess.com/openings/Pirc-Defense-Main-Line-Byrne-Variation-4...Bg7-5.Qd2-c6,2025.05.24,18:33:17,1654,1664,600,FreakWhenSee won by resignation,18:33:17,2025.05.24,18:47:14,https://www.chess.com/game/live/138820908694,"Pirc Defense: Main Line, Byrne Variation",Pirc Defense,"Main Line, Byrne Variation",Win,38,69.31,71.22,0,3,2,3,,11,12,15
Live Chess,Chess.com,2025.05.24,-,FreakWhenSee,BAADSHAHHH2007,1-0,3qkb1r/p2np1pp/3NQ3/4p3/8/8/PPrP1PPP/R1B1R1K1 b - - 1 18,UTC,B01,https://www.chess.com/openings/Scandinavian-Defense-Mieses-Kotrc-Variation-3.Nc3-Qd8-4.Nf3,2025.05.24,15:47:49,1656,1641,600,FreakWhenSee won by checkmate,15:47:49,2025.05.24,15:50:35,https://www.chess.com/game/live/138815739512,Scandinavian Defense: Mieses-Kotrč Variation,Scandinavian Defense,Mieses-Kotrč Variation,Win,18,74.45,66.48,1,3,0,1,17,6,,11
Live Chess,Chess.com,2025.05.24,-,FreakWhenSee,BeliVisko,0-1,r2q3k/pb1p2pp/1p4n1/2pN1pP1/2B5/2PP2Q1/PP2n1PP/R1B3K1 w - - 1 17,UTC,B23,https://www.chess.com/openings/Closed-Sicilian-Defense-Grand-Prix-Attack,2025.05.24,15:43:15,1648,1695,600,BeliVisko won by resignation,15:43:15,2025.05.24,15:47:11,https://www.chess.com/game/live/138815594916,Closed Sicilian Defense: Grand Prix Attack,Closed Sicilian Defense,Grand Prix Attack,Loss,16,81.14,75.56,0,2,1,3,,7,16,8
Live Chess,Chess.com,2025.05.24,-,bonehead99,FreakWhenSee,1-0,3r1rk1/2p2p1p/1p3QpP/1p2p3/8/3qP3/5PP1/R5KR b - - 3 24,UTC,A00,https://www.chess.com/openings/Polish-Opening-Czech-Defense-3.e3,2025.05.24,15:34:27,1689,1655,600,bonehead99 won by resignation,15:34:27,2025.05.24,15:41:49,https://www.chess.com/game/live/138815316524,Polish Opening: Czech Defense,Polish Opening,Czech Defense,Loss,24,84.09,75.03,1,2,0,2,20,16,,9
Live Chess,Chess.com,2025.05.24,-,edwinboomer,FreakWhenSee,1-0,8/ppk1p2Q/5b2/2NPq3/2P2B2/5K2/P7/8 b - - 2 35,UTC,E73,https://www.chess.com/openings/Kings-Indian-Defense-Standard-Development-5...O-O-6.h4-c5-7.d5,2025.05.24,15:26:24,1677,1663,600,edwinboomer won by resignation,15:26:24,2025.05.24,15:33:46,https://www.chess.com/game/live/138815060888,King's Indian Defense: Standard Development,King's Indian Defense,Standard Development,Loss,35,80.79,77.11,3,6,1,4,25,17,25,14
Live Chess,Chess.com,2025.05.24,-,FreakWhenSee,kadmiriwydad,1-0,6k1/p4rq1/2ppQ3/2p1p3/4P3/1P1P4/P1P3PP/R5K1 w - - 0 26,UTC,B23,https://www.chess.com/openings/Closed-Sicilian-Defense-Grand-Prix-Attack,2025.05.24,01:36:36,1671,1648,600,FreakWhenSee won by resignation,01:36:36,2025.05.24,01:45:11,https://www.chess.com/game/live/138795570216,Closed Sicilian Defense: Grand Prix Attack,Closed Sicilian Defense,Grand Prix Attack,Win,25,81.91,67.65,1,5,1,4,22,3,12,6
Live Chess,Chess.com,2025.05.24,-,Budiiing,FreakWhenSee,1/2-1/2,r3rk2/2R4N/p5p1/8/8/P2n1P1P/5PK1/8 b - - 8 33,UTC,B08,https://www.chess.com/openings/Pirc-Defense-Classical-Variation...5.Bc4-O-O-6.O-O-Nxe4,2025.05.24,01:24:19,1597,1663,600,Game drawn by repetition,01:24:19,2025.05.24,01:33:28,https://www.chess.com/game/live/138795370000,Pirc Defense: Classical Variation,Pirc Defense,Classical Variation,Draw,33,69.06,64.57,2,1,3,0,15,16,16,
Live Chess,Chess.com,2025.05.24,-,FreakWhenSee,esconala,0-1,r1b2rk1/pp1pppbp/1qB3p1/2p5/4PP2/2NPnN2/PPP3PP/R2Q1RK1 w - - 0 10,UTC,B23,https://www.chess.com/openings/Closed-Sicilian-Defense-Grand-Prix-Attack-3...g6-4.Nf3-Bg7-5.Bb5,2025.05.24,01:22:03,1665,1641,600,esconala won by resignation,01:22:03,2025.05.24,01:23:44,https://www.chess.com/game/live/138795332372,Closed Sicilian Defense: Grand Prix Attack,Closed Sicilian Defense,Grand Prix Attack,Loss,9,66.24,89.23,0,0,0,2,,,,8
Live Chess,Chess.com,2025.05.24,-,FreakWhenSee,otss786,1-0,8/1R4p1/P1pk4/6p1/2Pb2P1/1P3P2/1n4KP/8 b - - 0 32,UTC,B01,https://www.chess.com/openings/Scandinavian-Defense-Mieses-Kotrc-Variation-3.Nc3-Qd8-4.Bc4,2025.05.24,00:53:01,1674,1680,600,FreakWhenSee won by resignation,00:53:01,2025.05.24,01:07:24,https://www.chess.com/game/live/138794853162,Scandinavian Defense: Mieses-Kotrč Variation,Scandinavian Defense,Mieses-Kotrč Variation,Win,32,90.67,71.81,2,1,0,3,20,30,,15
Live Chess,Chess.com,2025.05.24,-,kurosio1,FreakWhenSee,1-0,r3nrk1/pB3pbp/3p2p1/qp6/3PP3/1P2B2P/4NPP1/2RQ1RK1 b - - 0 18,UTC,B07,https://www.chess.com/openings/Pirc-Defense-2.d4-Nf6-3.Bd3-g6,2025.05.24,00:48:37,1698,1665,600,kurosio1 won by resignation,00:48:37,2025.05.24,00:52:36,https://www.chess.com/game/live/138794779902,Pirc Defense,Pirc Defense,,Loss,18,72.37,99.36,1,3,0,0,17,9,,
Live Chess,Chess.com,2025.05.24,-,zcee,FreakWhenSee,0-1,1r6/2R4p/6pk/1p6/2p5/7P/5PK1/8 w - - 0 33,UTC,B06,https://www.chess.com/openings/Modern-Defense-Standard-Two-Knights-Suttles-Variation-5.h3-Nf6,2025.05.24,00:40:50,1667,1673,600,FreakWhenSee won by resignation,00:40:50,2025.05.24,00:46:57,https://www.chess.com/game/live/138794650720,"Modern Defense: Standard, Two Knights, Suttles Variation",Modern Defense,"Standard, Two Knights, Suttles Variation",Win,32,88.44,75.96,0,4,0,8,,8,,8
Live Chess,Chess.com,2025.05.23,-,FreakWhenSee,CourtCourt17,1-0,r1b5/pp1k1Q1p/2pp4/8/8/1BNP4/PPP3PP/4b2K b - - 1 23,UTC,C20,https://www.chess.com/openings/Bishops-Opening-Boi-Variation-3.Nc3,2025.05.23,01:07:40,1665,1589,600,FreakWhenSee won by resignation,01:07:40,2025.05.23,01:16:13,https://www.chess.com/game/live/138758728132,Bishop's Opening: Boi Variation,Bishop's Opening,Boi Variation,Win,23,,,0,3,0,1,,5,,22
Live Chess,Chess.com,2025.05.23,-,FreakWhenSee,ED-777,0-1,8/2p3n1/1p2k1Pp/1P6/P1K5/8/8/8 w - - 2 45,UTC,C25,https://www.chess.com/openings/Vienna-Game-2...d6-3.Bc4-Nf6-4.d3,2025.05.23,00:53:01,1658,1690,600,ED-777 won by resignation,00:53:01,2025.05.23,01:06:27,https://www.chess.com/game/live/138758479076,Vienna Game,Vienna Game,,Loss,44,68.13,70.14,4,1,4,4,9,22,8,9
Live Chess,Chess.com,2025.05.23,-,kmj856,FreakWhenSee,1-0,8/p5kp/1p3qpB/2p5/6Pb/2P2Q1P/PPB5/7K b - - 5 33,UTC,A41,https://www.chess.com/openings/Queens-Pawn-Opening-1...d6,2025.05.23,00:41:27,1689,1666,600,kmj856 won by resignation,00:41:27,2025.05.23,00:51:58,https://www.chess.com/game/live/138758280938,Queen's Pawn Opening,Queen's Pawn Opening,,Loss,33,83.62,80.16,2,2,3,2,16,12,16,20
Live Chess,Chess.com,2025.05.23,-,FreakWhenSee,9elmd3,1-0,4r1k1/6pp/3Q1p2/8/4P2q/1P1P1R1P/1PP1N1P1/6K1 b - - 0 22,UTC,C28,https://www.chess.com/openings/Bishops-Opening-Berlin-Vienna-Hybrid-Variation-4...Bc5-5.f4-d6-6.Nf3,2025.05.23,00:35:07,1674,1679,600,FreakWhenSee won by resignation,00:35:07,2025.05.23,00:39:46,https://www.chess.com/game/live/138758171826,"Bishop's Opening: Berlin, Vienna Hybrid Variation",Bishop's Opening,"Berlin, Vienna Hybrid Variation",Win,22,72.86,81.81,0,2,0,0,,15,,
Live Chess,Chess.com,2025.05.23,-,ChessMeDK,FreakWhenSee,1-0,r4rk1/pQpq1pbp/2np1np1/1B2p3/3PP1b1/2P2N2/PP1N1PPP/R1B2RK1 b - - 2 10,UTC,B07,https://www.chess.com/openings/Pirc-Defense...4.Nf3-Bg7-5.O-O-O-O-6.c3,2025.05.23,00:32:59,1661,1666,600,ChessMeDK won by resignation,00:32:59,2025.05.23,00:34:13,https://www.chess.com/game/live/138758134980,Pirc Defense,Pirc Defense,,Loss,10,73.53,73.82,0,0,0,0,,,,
Live Chess,Chess.com,2025.05.22,-,ljhturtle,FreakWhenSee,0-1,r2q1r2/ppp2pkp/3p1np1/3Pp3/3n2B1/2N5/PPPQ1PPP/R4RK1 b - - 2 14,UTC,B07,https://www.chess.com/openings/Pirc-Defense-Modern-Defense-Geller-System-2...Nf6,2025.05.22,03:18:55,1637,1674,600,FreakWhenSee won by resignation,03:18:55,2025.05.22,03:21:04,https://www.chess.com/game/live/138724591228,"Pirc Defense: Modern Defense, Geller System",Pirc Defense,"Modern Defense, Geller System",Win,14,69.41,73.87,0,0,0,2,,,,3
Live Chess,Chess.com,2025.05.22,-,FreakWhenSee,DattaguruHegde,1-0,5rk1/1p5p/p3p1p1/2p3Q1/8/2PP4/P1P3PP/6K1 b - - 0 21,UTC,B23,https://www.chess.com/openings/Closed-Sicilian-Defense-Grand-Prix-Attack-3...d6-4.Nf3-Nf6-5.Bb5,2025.05.22,03:06:04,1667,1665,600,FreakWhenSee won by resignation,03:06:04,2025.05.22,03:13:00,https://www.chess.com/game/live/138724377438,Closed Sicilian Defense: Grand Prix Attack,Closed Sicilian Defense,Grand Prix Attack,Win,21,80.5,71.82,1,2,0,1,13,17,,14
Live Chess,Chess.com,2025.05.22,-,FreakWhenSee,Gabino8,1-0,1r6/1b6/p2Q3k/7p/8/1P1P4/P1P3PP/6K1 b - - 2 30,UTC,B23,https://www.chess.com/openings/Closed-Sicilian-Defense-Grand-Prix-Attack-3...g6-4.Nf3-Bg7-5.Bb5,2025.05.22,01:50:13,1659,1607,600,FreakWhenSee won by resignation,01:50:13,2025.05.22,02:02:03,https://www.chess.com/game/live/138723108288,Closed Sicilian Defense: Grand Prix Attack,Closed Sicilian Defense,Grand Prix Attack,Win,30,89.99,82.88,1,5,1,2,18,6,18,11
Live Chess,Chess.com,2025.05.21,-,mattsleafs17,FreakWhenSee,0-1,2r3k1/pp3p1p/2q2Qp1/8/P7/1P3P1P/6P1/3R3K b - - 2 28,UTC,B07,https://www.chess.com/openings/Pirc-Defense-Modern-Defense-Geller-System-2...Nf6-3.Nc3-g6,2025.05.21,02:09:12,1647,1652,600,FreakWhenSee won by resignation,02:09:12,2025.05.21,02:16:22,https://www.chess.com/game/live/138686963836,"Pirc Defense: Modern Defense, Geller System",Pirc Defense,"Modern Defense, Geller System",Win,28,66.84,64.06,0,0,1,0,,,28,
Live Chess,Chess.com,2025.05.21,-,FreakWhenSee,M_sina_04,1-0,r1bq1rk1/4bppp/p1p2n1B/2ppPp2/8/2NP1NQ1/PPP3PP/R4RK1 w - - 2 14,UTC,B23,https://www.chess.com/openings/Closed-Sicilian-Defense-Grand-Prix-Attack-3...d6-4.Nf3-Nf6-5.Bb5,2025.05.21,02:05:11,1644,1619,600,FreakWhenSee won by resignation,02:05:11,2025.05.21,02:08:00,https://www.chess.com/game/live/138686895488,Closed Sicilian Defense: Grand Prix Attack,Closed Sicilian Defense,Grand Prix Attack,Win,13,72.88,72.46,1,0,0,0,13,,,
Live Chess,Chess.com,2025.05.21,-,aortega_eb,FreakWhenSee,0-1,R7/pp2k3/2pp1r2/2nPp2Q/2P1P3/4K3/P4qP1/R5N1 w - - 0 25,UTC,E70,https://www.chess.com/openings/Kings-Indian-Defense-Normal-Variation-4.e4-O-O-5.Be3-d6,2025.05.21,01:54:17,1578,1636,600,FreakWhenSee won by checkmate,01:54:17,2025.05.21,02:03:45,https://www.chess.com/game/live/138686707008,King's Indian Defense: Normal Variation,King's Indian Defense,Normal Variation,Win,24,70.64,74.69,1,3,2,1,18,12,20,11
Live Chess,Chess.com,2025.05.21,-,FreakWhenSee,rvsam369,0-1,4r1k1/p1p4p/6p1/2q1p3/3RP3/2P2P2/P4K1P/3R4 w - - 0 27,UTC,C25,https://www.chess.com/openings/Vienna-Game-Max-Lange-Defense-3.Bc4,2025.05.21,01:40:33,1629,1630,600,rvsam369 won by resignation,01:40:33,2025.05.21,01:53:17,https://www.chess.com/game/live/138686471384,Vienna Game: Max Lange Defense,Vienna Game,Max Lange Defense,Loss,26,66.59,69.06,1,3,1,4,5,3,17,6
Live Chess,Chess.com,2025.05.20,-,ACUARIO1971,FreakWhenSee,0-1,8/1p4k1/7p/p1p4P/2P2K2/1q6/8/8 w - a6 0 50,UTC,A01,https://www.chess.com/openings/Nimzowitsch-Larsen-Attack-Modern-Variation-2.Bb2-d6,2025.05.20,02:01:40,1608,1637,600,FreakWhenSee won by resignation,02:01:40,2025.05.20,02:20:10,https://www.chess.com/game/live/138650026544,Nimzowitsch-Larsen Attack: Modern Variation,Nimzowitsch-Larsen Attack,Modern Variation,Win,49,84.12,62.83,1,9,3,5,18,10,20,21
Live Chess,Chess.com,2025.05.20,-,volodumiros,FreakWhenSee,0-1,8/2p5/8/p7/1k2K3/8/8/8 w - a6 0 48,UTC,B07,https://www.chess.com/openings/Pirc-Defense-Main-Line,2025.05.20,01:43:30,1620,1629,600,FreakWhenSee won by resignation,01:43:30,2025.05.20,01:59:10,https://www.chess.com/game/live/138649710210,Pirc Defense: Main Line,Pirc Defense,Main Line,Win,47,70.77,79.09,0,8,3,6,,13,12,15
Live Chess,Chess.com,2025.05.20,-,FreakWhenSee,Pickle_Rick,0-1,r5k1/5p1p/p2p2p1/1ppP2q1/8/P3R1PP/BP4K1/4R3 w - - 0 25,UTC,C25,https://www.chess.com/openings/Vienna-Game-Max-Lange-Defense-3.Bc4-Nf6,2025.05.20,01:36:14,1621,1625,600,Pickle_Rick won by resignation,01:36:14,2025.05.20,01:43:01,https://www.chess.com/game/live/138649584340,Vienna Game: Max Lange Defense,Vienna Game,Max Lange Defense,Loss,24,72.7,77.86,0,3,0,6,,4,,4
Live Chess,Chess.com,2025.05.20,-,moshebortnik,FreakWhenSee,1-0,bR3k1r/p3ppbp/2pp1np1/8/3PPP2/3B1N1P/q1PB2P1/3QK2R b K - 0 15,UTC,B07,https://www.chess.com/openings/Pirc-Defense...3.f4-g6-4.Nf3-Bg7,2025.05.20,01:31:55,1626,1629,600,moshebortnik won by resignation,01:31:55,2025.05.20,01:35:43,https://www.chess.com/game/live/138649509318,Pirc Defense,Pirc Defense,,Loss,15,69.88,72.54,1,5,0,2,10,5,,10
Live Chess,Chess.com,2025.05.20,-,FreakWhenSee,ffdp007,0-1,rnq1k1nr/pR3ppp/Bbp1p3/4Nb2/8/2NP4/P1P2PPP/2BQK2R b Kkq - 6 13,UTC,B01,https://www.chess.com/openings/Scandinavian-Defense-Mieses-Kotrc-Main-Line,2025.05.20,01:27:38,1637,1641,600,ffdp007 won by resignation,01:27:38,2025.05.20,01:30:56,https://www.chess.com/game/live/138649434486,"Scandinavian Defense: Mieses-Kotrč, Main Line",Scandinavian Defense,"Mieses-Kotrč, Main Line",Loss,13,72.78,80.42,1,1,1,1,12,8,13,12
Live Chess,Chess.com,2025.05.19,-,amin0916,FreakWhenSee,0-1,2r5/7p/6p1/5p2/1Pk5/P7/6PP/5K2 w - - 0 45,UTC,B07,https://www.chess.com/openings/Pirc-Defense-Harmonist-Variation-2...Nf6,2025.05.19,03:02:58,1639,1645,600,FreakWhenSee won on time,03:02:58,2025.05.19,03:20:19,https://www.chess.com/game/live/138614450638,Pirc Defense: Harmonist Variation,Pirc Defense,Harmonist Variation,Win,44,75.37,72.37,2,8,2,8,15,12,18,3
Live Chess,Chess.com,2025.05.19,-,Rafaelmoura,FreakWhenSee,1/2-1/2,8/8/6b1/7K/8/5k2/8/8 w - - 0 54,UTC,E71,https://www.chess.com/openings/Kings-Indian-Defense-Makogonov-Variation...6.Be3-c5-7.Nf3-cxd4-8.Nxd4,2025.05.19,02:25:16,1643,1637,600,Game drawn by insufficient material,02:25:16,2025.05.19,02:40:12,https://www.chess.com/game/live/138613831492,King's Indian Defense: Makogonov Variation,King's Indian Defense,Makogonov Variation,Draw,53,91.11,74.24,5,4,5,5,15,10,15,10
Live Chess,Chess.com,2025.05.16,-,FreakWhenSee,andino1965,1-0,6k1/7p/p2b2p1/8/8/3p1QP1/PP5P/3R3K b - - 0 43,UTC,B23,https://www.chess.com/openings/Closed-Sicilian-Defense-Grand-Prix-Variation-3...Nf6-4.Nf3,2025.05.16,01:06:07,1637,1624,600,FreakWhenSee won by resignation,01:06:07,2025.05.16,01:20:24,https://www.chess.com/game/live/138506636598,Closed Sicilian Defense: Grand Prix Variation,Closed Sicilian Defense,Grand Prix Variation,Win,43,88.41,94.59,5,4,4,7,15,11,15,13
Live Chess,Chess.com,2025.05.16,-,FreakWhenSee,catinthehat007,1-0,8/8/2k5/P2p4/1P1K3P/2P5/3B4/2N5 b - - 0 52,UTC,C28,https://www.chess.com/openings/Vienna-Game-Falkbeer-Vienna-Gambit-3...d6-4.Nf3,2025.05.16,00:48:35,1629,1607,600,FreakWhenSee won by resignation,00:48:35,2025.05.16,01:04:46,https://www.chess.com/game/live/138506341378,"Vienna Game: Falkbeer, Vienna Gambit",Vienna Game,"Falkbeer, Vienna Gambit",Win,52,81.81,70.4,1,4,1,3,51,5,46,8
Live Chess,Chess.com,2025.05.14,-,FreakWhenSee,reyisol,1-0,r7/pp2kp2/4bp2/2Pp1P2/3P4/3B3Q/P1P2KPq/R4R2 b - - 0 23,UTC,C01,https://www.chess.com/openings/French-Defense-Exchange-Variation-3...exd5-4.Nc3,2025.05.14,03:33:09,1621,1614,600,FreakWhenSee won by resignation,03:33:09,2025.05.14,03:39:51,https://www.chess.com/game/live/138436573172,French Defense: Exchange Variation,French Defense,Exchange Variation,Win,23,94.62,81.97,2,2,0,2,19,13,,19
Live Chess,Chess.com,2025.05.14,-,FreakWhenSee,sstst,0-1,4r3/1p1k4/6p1/p2r1p2/4bBP1/K1P5/PP5P/3R4 w - - 5 32,UTC,C27,https://www.chess.com/openings/Vienna-Game-Frankenstein-Dracula-Variation,2025.05.14,03:21:51,1613,1625,600,sstst won by resignation,03:21:51,2025.05.14,03:32:11,https://www.chess.com/game/live/138436381296,Vienna Game: Frankenstein-Dracula Variation,Vienna Game,Frankenstein-Dracula Variation,Loss,31,75.32,93.89,1,5,3,4,17,7,8,4
Live Chess,Chess.com,2025.05.12,-,stedarmail,FreakWhenSee,1-0,5k2/1R6/6P1/7K/7N/8/8/7r b - - 4 63,UTC,E71,https://www.chess.com/openings/Kings-Indian-Defense-Makogonov-Variation-5...O-O-6.Be3-c5-7.Nf3,2025.05.12,03:06:57,1646,1621,600,stedarmail won on time,03:06:57,2025.05.12,03:25:03,https://www.chess.com/game/live/138363310058,King's Indian Defense: Makogonov Variation,King's Indian Defense,Makogonov Variation,Loss,63,92.41,90.54,4,6,0,13,11,10,,9
Live Chess,Chess.com,2025.05.12,-,FreakWhenSee,Aropic,0-1,r5k1/1pp3pp/1p2b1n1/4p2Q/1PP1P3/3q4/P4RPP/R5K1 w - - 0 21,UTC,C25,https://www.chess.com/openings/Vienna-Game,2025.05.12,02:59:21,1629,1670,600,Aropic won by resignation,02:59:21,2025.05.12,03:06:10,https://www.chess.com/game/live/138363183184,Vienna Game,Vienna Game,,Loss,20,96.01,83.75,0,1,1,1,,10,12,14
Live Chess,Chess.com,2025.05.10,-,chikoy010124,FreakWhenSee,1-0,1Q6/Q7/8/8/8/3K3k/2P5/8 w - - 1 68,UTC,B08,https://www.chess.com/openings/Pirc-Defense-Classical-Variation-4...Bg7-5.Bg5-O-O,2025.05.10,02:11:57,1632,1636,600,chikoy010124 won by resignation,02:11:57,2025.05.10,02:28:38,https://www.chess.com/game/live/138292710758,Pirc Defense: Classical Variation,Pirc Defense,Classical Variation,Loss,67,71.81,72.49,3,6,2,4,38,24,37,10
Live Chess,Chess.com,2025.05.09,-,FreakWhenSee,Marebbr,0-1,4kr1r/1pp2p1p/pnqp4/5pB1/1P1PP3/7P/1PP3P1/R4RK1 w - - 0 25,UTC,C25,https://www.chess.com/openings/Vienna-Game-Max-Lange-Defense-3.Bc4-Nf6,2025.05.09,01:47:45,1644,1668,600,Marebbr won by resignation,01:47:45,2025.05.09,01:56:58,https://www.chess.com/game/live/138256720320,Vienna Game: Max Lange Defense,Vienna Game,Max Lange Defense,Loss,24,70.65,75.07,0,8,1,4,,4,24,4
Live Chess,Chess.com,2025.05.09,-,rubensneri21,FreakWhenSee,0-1,1r4k1/8/4N2R/2pp3p/2b4P/2K2P2/8/rq6 w - - 2 46,UTC,E74,https://www.chess.com/openings/Kings-Indian-Defense-Averbakh-Benoni-Advance-Variation-7...Qa5,2025.05.09,01:18:26,1616,1652,600,FreakWhenSee won by resignation,01:18:26,2025.05.09,01:34:23,https://www.chess.com/game/live/138256225908,"King's Indian Defense: Averbakh, Benoni, Advance Variation",King's Indian Defense,"Averbakh, Benoni, Advance Variation",Win,45,89.03,76.98,1,5,2,8,40,10,39,9
